registro_id,uf,sindicato,categoria,ano,campo,valor_atual,status_atual,origem,fonte,fonte_textual,data_extracao,observacao,opcoes_identificadas,prioridade_revisao,acao_sugerida,decisao_sugerida,decisao_final,valor_revisado,observacao_revisor,revisor,data_revisao
REG-RR-SINTECO-2024,RR,Sinteco RR,Telecomunicações,2024,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-RR-SINTECO-2024,RR,Sinteco RR,Telecomunicações,2024,jornada,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-RS-SESCON-2025,RS,SESCON RS,Serviços Contábeis,2025,piso_salarial,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de piso salarial não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-RS-SESCON-2025,RS,SESCON RS,Serviços Contábeis,2025,adicional_noturno,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de adicional noturno não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-RS-SESCON-2025,RS,SESCON RS,Serviços Contábeis,2025,auxilio_alimentacao,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de auxílio alimentação não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-RS-SESCON-2025,RS,SESCON RS,Serviços Contábeis,2025,plr,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de PLR não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-RS-SESCON-2025,RS,SESCON RS,Serviços Contábeis,2025,hora_extra,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de hora extra não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-RS-SESCON-2025,RS,SESCON RS,Serviços Contábeis,2025,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de sobreaviso não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-RS-SESCON-2025,RS,SESCON RS,Serviços Contábeis,2025,jornada,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de jornada de trabalho não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-RS-SINDPD-2025,RS,Sindpd RS,Tecnologia da Informação,2025,piso_salarial,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de piso salarial não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-RS-SINDPD-2025,RS,Sindpd RS,Tecnologia da Informação,2025,adicional_noturno,,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA DÉCIMA SEGUNDA - TRABALHO NOTURNO O trabalho noturno será pago com o adicional de 40% (quarenta por cento), a incidir sobre o salário da hora normal. Para esta finalidade, é considerado trabalho noturno aquele realizado entre as 22 (vinte e duas) e as 5 (cinco) horas do dia seguinte. Parágrafo Primeiro: O adicional noturno incidente sobre as horas extraordinárias laboradas entre as 22 (vinte e duas) e as 5 (cinco) horas, será de 40% (quarenta por cento). AJUDA DE CUSTO",2026-06-15,,,média,validar,validar,validar,,,,
REG-RS-SINDPD-2025,RS,Sindpd RS,Tecnologia da Informação,2025,auxilio_alimentacao,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de auxílio alimentação não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-RS-SINDPD-2025,RS,Sindpd RS,Tecnologia da Informação,2025,plr,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de PLR não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-RS-SINDPD-2025,RS,Sindpd RS,Tecnologia da Informação,2025,hora_extra,,extraido_para_revisao,pdf_cct,PDF da CCT,CLÁUSULA DÉCIMA - ADICIONAIS - HORAS EXTRAS As horas extraordinárias subsequentes às duas primeiras serão remuneradas com adicional de 75% (setenta e cinco por cento). ADICIONAL DE TEMPO DE SERVIÇO,2026-06-15,,,média,validar,validar,validar,,,,
REG-RS-SINDPD-2025,RS,Sindpd RS,Tecnologia da Informação,2025,sobreaviso,,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA QUADRAGÉSIMA NONA - SOBREAVISO Os empregados, quando forem notificados por escrito pelo empregador que estarão de sobreaviso (utilização de BIP fornecido pela empresa ou aguardando possível convocação de trabalho) em período de descanso e lazer, terão estas horas remuneradas com 33% (trinta e três por cento) do valor da hora contratual de seu salário. Em casos excepcionais, sem previsão e consequente formalização prévia, comprovando-se, posteriormente, a sua real necessidade, se o funcionário comparecer ao trabalho durante o seu período de lazer e descanso, fica autorizado pela empres…",2026-06-15,,,média,validar,validar,validar,,,,
REG-RS-SINDPD-2025,RS,Sindpd RS,Tecnologia da Informação,2025,jornada,44.0,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA QUADRAGÉSIMA PRIMEIRA - JORNADA DE TRABALHO O horário máximo normal de trabalho será de 44 (quarenta e quatro) horas semanais, sem prejuízo salarial ou de jornadas menores já vigentes. Os digitadores e os operadores, excluídos os investidos em cargo de chefia ou supervisão, terão a duração máxima normal de trabalho de 6 (seis) horas diárias ou 36 (trinta e seis) horas semanais também sem prejuízo salarial ou de jornadas menores já praticadas. COMPENSAÇÃO DE JORNADA",2026-06-15,"Múltiplas jornadas identificadas: 44.0, 36.0h/sem; Horas diárias não calculadas: regime não identificável","[""44h/semana"", ""36h/semana""]",média,validar,validar,validar,44.0,,,
REG-RS-SINTTEL-2025,RS,Sinttel RS,Telecomunicações,2025,piso_salarial,1694.66,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA TERCEIRA - PISO SALARIAL A partir de 1º de janeiro de 2025, fica estabelecido o piso salarial dos Operadores de Mesas Telefônicas no valor de R$ 1.694,66 (um mil, seiscentos e noventa e quatro reais e sessenta e seis centavos), devendo ser adequado ao piso salarial regional quando revisado no estado do Rio Grande do Sul, caso o piso regional seja superior. REAJUSTES/CORREÇÕES SALARIAIS",2026-06-15,,,média,validar,validar,validar,1694.66,,,
REG-RS-SINTTEL-2025,RS,Sinttel RS,Telecomunicações,2025,adicional_noturno,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de adicional noturno não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-RS-SINTTEL-2025,RS,Sinttel RS,Telecomunicações,2025,auxilio_alimentacao,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de auxílio alimentação não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-RS-SINTTEL-2025,RS,Sinttel RS,Telecomunicações,2025,plr,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de PLR não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-RS-SINTTEL-2025,RS,Sinttel RS,Telecomunicações,2025,hora_extra,,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA DÉCIMA - HORAS EXTRAS Os serviços extraordinários que extrapolarem os limites estabelecidos na cláusula Jornada de Trabalho, serão acrescidos de 50% (cinquenta por cento) do valor da hora normal, exceto o realizado no dia do repouso semanal e feriado, que será remunerado com adicional de 100% (cem por cento). Parágrafo Primeiro: O serviço extraordinário será registrado no mesmo cartão ponto que acolher o registro do horário normal. Parágrafo Segundo: As horas extras somente poderão ser realizadas mediante autorização do coordenador da área, devendo esta autorização ser registrada em d…",2026-06-15,"Percentuais diferentes para dias úteis, sábados, domingos e feriados",,média,validar,validar,validar,,,,
REG-RS-SINTTEL-2025,RS,Sinttel RS,Telecomunicações,2025,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de sobreaviso não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-RS-SINTTEL-2025,RS,Sinttel RS,Telecomunicações,2025,jornada,,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA QUADRAGÉSIMA - JORNADA DE TRABALHO A jornada de trabalho dos empregados operadores de mesas telefônicas será de 6h diárias e 36h semanais, ressalvadas as jornadas legais inferiores ou expressamente prevista neste instrumento. INTERVALOS PARA DESCANSO",2026-06-15,Cláusula de jornada encontrada; carga horária requer revisão,,média,validar,validar,validar,,,,
REG-RS-SINPAPTEP-2024,RS,Sinpaptep RS,Automação e Processamento,2024,piso_salarial,44.97,conflito,pdf_cct,PDF da CCT,"CLÁUSULA TERCEIRA - PISOS SALARIAIS Ficam assegurados à categoria profissional os seguintes pisos salariais mensais: Grupo Profissionais Valor R$ Vigência a partir de A Em serviços de limpeza, copa, faxina, office boy e assemelhado 1.412,00 1º/05/2024 B Em funções administrativas: telefonista, recepcionista, auxiliar e 1.719,39 1º/01/2025 assistente administrativo, financeiro, de pessoal e assemelhado C Da área técnica do setor de publicidade: criação, planejamento, 1.960,82 1º/01/2025 mídia, atendimento, produção gráfica e eletrônica, web design, tráfego, arte final ou montagem, coordenação, …",2026-06-15,"Múltiplos valores identificados: 44.97, 51.29, 49.75, 39.58",,alta,revisar_conflito,marcar_conflito,marcar_conflito,44.97,,,
REG-RS-SINPAPTEP-2024,RS,Sinpaptep RS,Automação e Processamento,2024,adicional_noturno,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de adicional noturno não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-RS-SINPAPTEP-2024,RS,Sinpaptep RS,Automação e Processamento,2024,auxilio_alimentacao,27.73,conflito,pdf_cct,PDF da CCT,"CLÁUSULA DÉCIMA SEGUNDA - VALE-REFEIÇÃO/ALIMENTAÇÃO As empresas que não fornecem refeições no local de trabalho, de forma subsidiada, nos termos do Programa de Alimentação do Trabalhador (PAT) e demais normas aplicáveis, fornecerão aos seus empregados ticket, na forma de vale-refeição ou vale-alimentação, em número correspondente aos dias laborados no mês, no valor unitário de R$ 27,73 (vinte e sete reais e setenta e três centavos), no período de 1º/05/2024 a 31/12/2024, e de R$ 27,87 (vinte e sete reais e oitenta e sete centavos) no período de 1º/01/2025 a 30/04/2025), podendo a empresa desco…",2026-06-15,"Múltiplos valores identificados: 27.73, 27.87",,alta,revisar_conflito,marcar_conflito,marcar_conflito,27.73,,,
REG-RS-SINPAPTEP-2024,RS,Sinpaptep RS,Automação e Processamento,2024,plr,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de PLR não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-RS-SINPAPTEP-2024,RS,Sinpaptep RS,Automação e Processamento,2024,hora_extra,,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA NONA - HORAS EXTRAS As 2 (duas) primeiras horas extraordinárias serão pagas com acréscimo de 50% (cinquenta por cento) e as demais com acréscimo de 75% (setenta e cinco por cento), incidentes sobre o salário contratual. O trabalho em domingos e feriados, assim como nos sábados, quando adotado o regime de compensação, será remunerado com o adicional de 100% (cem por cento). ADICIONAL DE TEMPO DE SERVIÇO",2026-06-15,"Percentuais diferentes para dias úteis, sábados, domingos e feriados",,média,validar,validar,validar,,,,
REG-RS-SINPAPTEP-2024,RS,Sinpaptep RS,Automação e Processamento,2024,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de sobreaviso não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-RS-SINPAPTEP-2024,RS,Sinpaptep RS,Automação e Processamento,2024,jornada,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de jornada de trabalho não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-SC-SINDPD-2025,SC,Sindpd SC,Tecnologia da Informação,2025,piso_salarial,2000.0,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA TERCEIRA - PISOS SALARIAIS Os pisos salariais da categoria profissional, a partir da assinatura do presente instrumento, serão os seguintes: a) Analistas de Sistemas R$ 4.410,00 b) Funções que exijam formação universitária de graduação plena R$ 4.105,00 c) Programadores e Instrutores R$ 3.560,00 d) Supervisores e Cargos de Nível Técnico R$ 3.115,00 e) Auxiliares Administrativos, Financeiros e de Escritórios e Assistentes de Apoio ao Usuário R$ 2.000,00 f) Digitadores e Telefonistas R$ 2.000,00 g) Pessoal de Serviços Gerais e Contínuos R$ 2.000,00 Parágrafo Primeiro: Os empregados que …",2026-06-15,,,média,validar,validar,validar,2000.0,,,
REG-SC-SINDPD-2025,SC,Sindpd SC,Tecnologia da Informação,2025,adicional_noturno,,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA OITAVA - ADICIONAL NOTURNO O adicional noturno será pago pela Empresa aos Empregados que realizarem trabalhos nos horários entre às 22h00min e às 05h00min, no percentual de 50% (cinquenta por cento). Parágrafo Único: A média do adicional noturno será também considerada para efeito de remuneração de férias, décimo terceiro salário, aviso prévio e gratificação de férias. OUTROS ADICIONAIS",2026-06-15,,,média,validar,validar,validar,,,,
REG-SC-SINDPD-2025,SC,Sindpd SC,Tecnologia da Informação,2025,auxilio_alimentacao,15.98,conflito,pdf_cct,PDF da CCT,"CLÁUSULA DÉCIMA - VALE REFEIÇÃO/ALIMENTAÇÃO Atendidas as exigências do PAT – Programa de Alimentação do Trabalhador, as Empresas fornecerão vales refeição e/ou alimentação, cujos valores a partir de agosto de 2025, serão os seguintes: Para Empregados que laboram em jornada diária de 04h00min, no valor unitário de R$ 15,98 (quinze reais e noventa e oito centavos) por dia de trabalho efetivo; Para Empregados que laboram em jornada diária de 06h00min, no valor unitário de R$ 23,25 (vinte e três reais e vinte e cinco centavos) por dia de trabalho efetivo; Para Empregados que laboram em jornada diá…",2026-06-15,"Múltiplos valores identificados: 15.98, 23.25, 31.0",,alta,revisar_conflito,marcar_conflito,marcar_conflito,15.98,,,
REG-SC-SINDPD-2025,SC,Sindpd SC,Tecnologia da Informação,2025,plr,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de PLR não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-SC-SINDPD-2025,SC,Sindpd SC,Tecnologia da Informação,2025,hora_extra,,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA SÉTIMA - HORAS EXTRAS As horas extraordinárias praticadas em dias normais de trabalho, serão remuneradas com adicional de 70% (setenta por cento); as realizadas em dia destinado ao descanso semanal remunerado ou feriado, serão remuneradas com adicional de 100% (cem por cento). ADICIONAL NOTURNO",2026-06-15,"Percentuais diferentes para dias úteis, sábados, domingos e feriados",,média,validar,validar,validar,,,,
REG-SC-SINDPD-2025,SC,Sindpd SC,Tecnologia da Informação,2025,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de sobreaviso não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-SC-SINDPD-2025,SC,Sindpd SC,Tecnologia da Informação,2025,jornada,36.0,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA DÉCIMA SEXTA - JORNADA DE TRABALHO A jornada de trabalho para os digitadores, auxiliares de processamento de dados e telefonistas será de 36 (trinta e seis) horas semanais e, para as demais funções, de 44 (quarenta e quatro) horas semanais, observadas as determinações estabelecidas na NR 17. COMPENSAÇÃO DE JORNADA",2026-06-15,"Múltiplas jornadas identificadas: 36.0, 44.0h/sem; Horas diárias não calculadas: regime não identificável","[""36h/semana"", ""44h/semana""]",média,validar,validar,validar,36.0,,,
REG-SC-SINDPD-JOINVILLE-2025,SC,Sindpd Joinville,Tecnologia da Informação,2025,piso_salarial,1978.0,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA TERCEIRA - SALÁRIO NORMATIVO Fica estabelecido o Salário Normativo das funções abaixo na admissão, sendo que nenhum salário poderá ser inferior a Lei do piso estadual da categoria, normalmente reajustado no mês de janeiro: Auxiliar Técnico/Digitador/ Auxiliares Administrativos (inclui Limpeza e R$ 1.978,00 Office-boy) Trainee técnico R$ 2.044,20 Cargos Administrativos R$ 1.978,00 Técnicos em Geral R$ 2.207,10 § ÚNICO. A permanência máxima do empregado na função de trainee técnico será de 12 (doze) meses a contar da data de sua contratação. REAJUSTES/CORREÇÕES SALARIAIS",2026-06-15,,,média,validar,validar,validar,1978.0,,,
REG-SC-SINDPD-JOINVILLE-2025,SC,Sindpd Joinville,Tecnologia da Informação,2025,adicional_noturno,,conflito,pdf_cct,PDF da CCT,"CLÁUSULA DÉCIMA - ADICIONAL NOTURNO As horas trabalhadas dos empregados cujo TURNO FIXO de trabalho ocorra entre 22:00 e 05:00 horas, serão pagas com um adicional de 35% (trinta e cinco por cento) a título de Adicional Noturno. § 1º - As horas extras trabalhadas pelos demais empregados no horário entre 22:00 e 05:00 horas, serão remuneradas conforme o previsto na cláusula de horas extraordinárias desta CONVENÇÃO e acrescidas de um ADICIONAL NOTURNO de 25% (vinte e cinco por cento). § 2º - As horas extras dos empregados mencionados no “CAPUT” desta",2026-06-15,"Múltiplos valores identificados: 35.0, 25.0",,alta,revisar_conflito,marcar_conflito,marcar_conflito,,,,
REG-SC-SINDPD-JOINVILLE-2025,SC,Sindpd Joinville,Tecnologia da Informação,2025,auxilio_alimentacao,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de auxílio alimentação não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-SC-SINDPD-JOINVILLE-2025,SC,Sindpd Joinville,Tecnologia da Informação,2025,plr,,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA DÉCIMA TERCEIRA - PARTICIPAÇÃO NOS LUCROS E RESULTADOS Desvinculada da remuneração, conforme definida em lei ou mediante acordo entre as partes, fica facultado às empresas, negociar com os empregados, com a devida participação do Sindicato Laboral, formas de participação nos lucros ou resultados. É facultado ao Sindicato Laboral designar como seu representante interino na comissão de negociação qualquer empregado da empresa negociante AUXÍLIO TRANSPORTE",2026-06-15,Cláusula de PLR encontrada; valor/regra específica requer revisão,,média,validar,validar,validar,,,,
REG-SC-SINDPD-JOINVILLE-2025,SC,Sindpd Joinville,Tecnologia da Informação,2025,hora_extra,,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA NONA - HORAS EXTRAORDINÁRIAS As horas extraordinárias de segunda a sexta feira, serão pagas com acréscimo de 60% (sessenta por cento) sobre a hora normal. As horas extras efetuadas aos sábados, até o limite de 04 (quatro horas), serão pagas com 60% (sessenta por cento) de acréscimo sobre a hora normal. As demais horas extras dos sábados serão pagas com 100% (cem por cento) de acréscimo sobre a hora normal. Quando efetuadas aos domingos e feriados, todas as horas extras serão acrescidas de 100% (cem por cento) sobre a hora normal. § 1º - Fica assegurado ao empregado que tenha sua jorna…",2026-06-15,"Percentuais diferentes para dias úteis, sábados, domingos e feriados",,média,validar,validar,validar,,,,
REG-SC-SINDPD-JOINVILLE-2025,SC,Sindpd Joinville,Tecnologia da Informação,2025,sobreaviso,,extraido_para_revisao,pdf_cct,PDF da CCT,"cláusula serão remuneradas conforme o previsto na cláusula de horas extraordinárias desta CONVENÇÃO ADICIONAL DE SOBREAVISO CLÁUSULA DÉCIMA PRIMEIRA - JORNADA EM SOBREAVISO Todo o empregado que ficar de sobreaviso, conforme art. 244, §2ª da CLT, por determinação escrita do empregador, nos períodos fora de sua jornada normal de trabalho, terá assegurado o recebimento, a título de sobreaviso, das horas correspondentes à razão de 1/3 (um terço) do salário normal, nos termos do art. 244, parágrafo segundo da CLT, de aplicação analógica. § 1º Caso o sobreaviso resulte em trabalho efetivo, a remuner…",2026-06-15,,,média,validar,validar,validar,,,,
REG-SC-SINDPD-JOINVILLE-2025,SC,Sindpd Joinville,Tecnologia da Informação,2025,jornada,30.0,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA VIGÉSIMA SÉTIMA - JORNADA DE TRABALHO A duração da jornada de trabalho dos digitadores será de 30 (trinta) horas semanais (6 horas diárias) e dos demais empregados será de 44 (quarenta e quatro) horas semanais. § 1º – Os digitadores terão um descanso de 10 (dez) minutos a cada 50 (cinquenta) minutos trabalhados, cujos intervalos de repouso serão computados na duração da jornada de trabalho para todos os fins e efeitos. § 2º – Ficam ressalvadas as jornadas de menor número de horas semanais que venham sendo adotadas pelas empresas e preservadas outras já existentes. § 3º – Será facultad…",2026-06-15,"Múltiplas jornadas identificadas: 30.0, 44.0h/sem; Horas diárias não calculadas: regime não identificável","[""30h/semana"", ""44h/semana""]",média,validar,validar,validar,30.0,,,
REG-SC-SINTTEL-2025,SC,Sinttel SC,Telecomunicações,2025,piso_salarial,1792.0,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA TERCEIRA - PISO SALARIAL Fica convencionado que o piso da categoria, assim entendido como o menor salário pago pelas empresas, será de R$ 1.792,00 (mil, setecentos e noventa e dois reais) a partir da folha salarial do mês de julho/2025. Parágrafo Primeiro: Para efeito de piso por função serão considerados os seguintes cargos e salários, conforme a tabela abaixo: CARGOS 01/07/2025 ALMOXARIFE R$ 1.851,24 CABISTA I R$ 1.792,00 CABISTA II R$ 2.287,92 CABISTA III R$ 2.531,03 INSTALADOR DTH R$ 1.792,00 LIDER DE OBRAS / ENCARREGADO R$ 2.531,02 OFICIAL DE REDE R$ 1.792,00 OPERADOR MULTIFUNCIO…",2026-06-15,,,média,validar,validar,validar,1792.0,,,
REG-SC-SINTTEL-2025,SC,Sinttel SC,Telecomunicações,2025,adicional_noturno,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de adicional noturno não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-SC-SINTTEL-2025,SC,Sinttel SC,Telecomunicações,2025,auxilio_alimentacao,30.59,extraido_para_revisao,pdf_cct,PDF da CCT,"CLÁUSULA SEXTA - VALE REFEIÇÃO As empresas concederão aos seus empregados com jornada de 44 (quarenta e quatro) horas semanais o Benefício Alimentação, cujo fornecimento dar-se-á por dia efetivo de trabalho, sendo o valor face do vale alimentação/refeição de R$30,59 (trinta reais e cinquenta e nove centavos), a partir de 01/07/2025, por dia efetivamente trabalhado. Parágrafo Primeiro: As cargas nos cartões VA/VR serão realizadas no primeiro dia útil de cada mês. Parágrafo Segundo: Na hipótese de trabalho extraordinário dos empregados igual ou superior a duas horas ele receberá um auxílio alime…",2026-06-15,,,média,validar,validar,validar,30.59,,,
REG-SC-SINTTEL-2025,SC,Sinttel SC,Telecomunicações,2025,plr,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de PLR não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-SC-SINTTEL-2025,SC,Sinttel SC,Telecomunicações,2025,hora_extra,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de hora extra não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-SC-SINTTEL-2025,SC,Sinttel SC,Telecomunicações,2025,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de sobreaviso não localizada no PDF,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-SC-SINTTEL-2025,SC,Sinttel SC,Telecomunicações,2025,jornada,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de jornada de trabalho não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-SC-SINDASPI-2024,SC,Sindaspi SC,Automação e Processamento,2024,piso_salarial,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-SC-SINDASPI-2024,SC,Sindaspi SC,Automação e Processamento,2024,adicional_noturno,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-SC-SINDASPI-2024,SC,Sindaspi SC,Automação e Processamento,2024,auxilio_alimentacao,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-SC-SINDASPI-2024,SC,Sindaspi SC,Automação e Processamento,2024,plr,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-SC-SINDASPI-2024,SC,Sindaspi SC,Automação e Processamento,2024,hora_extra,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-SC-SINDASPI-2024,SC,Sindaspi SC,Automação e Processamento,2024,sobreaviso,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,baixa,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-SC-SINDASPI-2024,SC,Sindaspi SC,Automação e Processamento,2024,jornada,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: erro_pdftotext. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto. Extração de PDF falhou: pdf_sem_texto,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-SE-SINDTIC-2025,SE,Sindtic SE,Tecnologia da Informação e Comunicações,2025,piso_salarial,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,Cláusula de piso salarial não localizada no PDF,,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
REG-SE-SINDTIC-2025,SE,Sindtic SE,Tecnologia da Informação e Comunicações,2025,adicional_noturno,,pendente_revisao,nao_identificado_pdf,,,2026-06-15,"Cláusula localizada, mas valor/percentual não pôde ser identificado automaticamente",,alta,buscar_fonte,buscar_fonte,buscar_fonte,,,,
